9.7600	5.0800
4.7600	12.4800
15.7600	16.2800
32.4000	10.5200
18.3200	8.0000
40.5200	9.5200
40.1600	13.4800
39.8000	18.5200
2.9200	21.8800
27.6800	30.2400
1.9200	35.6800
1.8000	38.2000
10.4400	37.4000
35.4800	30.5200
34.1600	32.2000
36.6000	31.4400
35.5200	35.6800
36.2800	37.2800
33.4400	41.1200
34.7200	39.6400
21.9200	41.7200
22.4000	42.7200
17.1600	44.1200
17.6400	43.6000
17.1200	45.7200
21.1600	47.0400
25.1200	46.2400
23.6400	49.8800
24.6800	51.9200
25.9600	51.3600
27.6800	52.1200
15.3200	50.6400
17.4400	51.9200
20.9200	53.3200
12.1200	60.5600
17.2000	59.8800
18.9200	59.8000
32.9200	56.9200
38.6800	60.2800
38.4000	59.7600
40.7200	55.0400
34.8800	59.0800
36.6800	61.8400
38.3600	62.4000
24.3200	60.9200
32.0800	62.2800
32.3600	65.6400
27.2800	66.1200
24.0000	65.8400
23.8800	65.1200
2.4000	67.4800
16.0000	70.9600
15.6800	70.5200
3.4000	69.6800
16.6400	72.8800
37.2800	76.8400
6.1600	80.8000
8.4000	79.3600
9.2000	79.8800
16.2000	81.4000
18.4400	78.5200
21.1200	80.4800
21.6000	79.0800
20.0400	80.5200
17.3200	77.2400
16.3600	16.2400
76.5600	0.5200
80.7200	0.5600
80.0000	0.3200
80.1200	12.4000
80.3200	13.1200
65.2000	3.8400
63.4400	6.3200
63.4000	7.0000
72.6000	8.5200
71.2000	8.7200
72.1600	12.4800
66.8800	15.4400
61.9600	9.8000
46.8000	10.2400
45.7600	12.2000
49.4000	10.8800
49.0800	16.0000
44.4400	18.8800
51.8800	23.8800
59.8000	25.3600
59.1200	19.3200
59.8400	19.6400
57.4400	18.8800
58.2800	22.0800
75.7200	20.1200
76.1600	19.1600
80.8800	22.5600
74.3200	23.4800
52.6000	30.6800
56.2800	31.3200
57.4000	35.9600
52.9200	39.2800
44.9200	39.0400
46.5200	30.4800
62.8800	35.7200
57.4800	43.6400
62.7600	45.2800
65.2000	45.0800
65.0000	39.8000
65.6400	40.2000
67.4000	41.5600
68.5600	40.0000
73.2000	37.8000
77.4000	34.0400
77.8000	39.3600
44.0800	56.8000
42.9200	61.7600
56.8800	55.8400
51.2400	51.8800
67.8800	51.3600
76.7200	53.7200
75.6000	55.2400
64.6400	63.0400
65.2400	65.6000
61.7600	70.4000
67.6000	75.5200
44.2000	77.5200
41.6400	77.0000
26.0000	41.3600
44.6400	13.7600
70.0000	48.2400
67.6000	54.3200
80.4400	42.7600
80.2400	34.4000
74.0400	65.6400
30.9600	34.0000
