6.6000	12.2800
26.4400	3.0000
14.2800	19.9600
14.2000	23.5200
26.6800	20.4400
28.2400	19.8800
33.5200	24.9600
34.4800	14.2400
22.4000	12.9200
40.7200	23.2000
40.3600	5.8800
19.9600	34.5200
20.6000	32.6400
23.8800	35.2000
26.3200	35.4800
28.0800	37.0800
31.2400	40.0400
34.2400	38.4800
33.4000	41.6400
39.7200	41.6000
14.0000	4.2000
14.8400	11.6400
6.6000	23.8800
8.5200	21.6400
9.5600	15.2800
12.9200	16.9600
28.6400	17.0400
19.6000	23.6000
16.8400	26.2400
22.0400	27.8400
20.4000	30.6400
24.6000	30.3200
26.4800	32.3600
28.3600	50.4000
40.0000	49.0000
38.0800	48.0000
37.4000	46.9200
40.1200	47.8400
39.2800	45.9200
39.3200	45.3600
12.8800	65.6800
13.0800	65.2000
16.1200	62.2800
16.8400	62.3600
18.0800	61.2800
18.0800	62.5200
18.5200	63.8000
24.9200	65.4000
24.4000	65.3200
26.4000	58.7200
27.8400	65.9200
28.1600	65.6400
33.8000	65.1600
29.9200	68.8400
35.0800	58.2400
16.2000	77.8400
18.8800	72.1600
39.2800	65.2800
36.2400	72.4000
35.8000	72.7200
26.5200	78.5600
0.8400	75.2800
8.1200	71.8000
5.2800	72.7600
7.2000	72.9200
6.9200	74.6800
7.0000	77.2000
6.6000	77.6800
10.0000	80.8000
41.0000	4.4400
41.4800	6.2400
42.0800	5.4800
43.0800	11.9200
43.9600	11.0400
42.0000	17.9200
75.2400	0.7200
62.9600	11.1200
43.6800	31.4000
46.0800	30.4400
47.4400	29.5600
41.8800	25.9200
47.0800	36.6800
51.5600	37.3200
62.9200	35.6800
65.8400	36.7200
70.0800	37.9600
73.3200	40.6800
76.8400	21.2400
59.2000	10.2400
46.3600	11.9200
48.2800	16.4400
47.6400	18.8400
51.1200	13.2000
53.6800	28.0000
56.3200	28.1200
60.7200	23.6400
60.6800	22.2000
68.4800	25.5200
69.6800	26.3200
70.2000	25.7600
63.9600	21.3200
60.6000	14.1200
67.4000	17.7600
66.0800	26.9200
76.5200	33.8800
76.5200	36.2800
76.2400	38.2800
81.7600	34.6400
77.2800	40.9200
78.0400	45.4400
44.8400	42.7600
42.9200	53.2000
41.8400	51.8800
58.9200	43.8800
68.3600	51.0800
71.1600	51.8800
72.0400	52.4400
70.5200	50.4000
51.0000	54.9200
54.7200	57.3600
58.4800	55.2000
56.3600	49.0400
54.6400	50.2800
53.6000	50.6400
52.9200	51.2000
52.8000	52.2000
64.6400	55.6400
65.6000	55.9200
65.8800	57.8800
64.4800	58.6000
68.9200	58.5200
70.1600	56.5600
71.7200	57.3600
76.2400	57.0000
76.7200	50.7600
73.9600	50.4000
47.8800	64.7600
49.2800	63.4400
45.7200	62.9600
44.5200	65.0400
48.0000	61.6800
60.6000	69.2000
66.4400	66.4400
54.6800	67.3200
55.4000	67.9600
49.7600	68.2800
54.0000	65.4800
58.6800	59.1600
62.7200	70.4000
63.7200	72.5600
67.5600	69.8800
71.3200	69.2400
59.4000	77.4000
40.8800	34.2400
44.4400	40.6400
