14.8000	11.3600
10.8400	3.8400
22.0400	15.7200
24.2400	17.6400
25.1200	17.6000
34.8800	17.9200
28.8800	25.6000
21.0800	23.6800
22.6000	20.8000
31.3200	18.0800
40.3200	21.8800
37.7600	21.8800
10.5600	21.4800
29.4400	34.2000
36.0000	36.8800
31.5200	5.2000
34.6800	3.6000
33.0000	0.6000
29.8800	3.5200
22.0400	0.7600
10.7600	40.6400
14.6400	38.0800
5.0000	33.6800
16.6400	48.0000
16.2800	47.0000
15.7200	46.5600
14.8400	52.9600
17.2800	51.4400
12.0000	54.7600
29.3600	43.6000
32.2400	46.0400
38.6400	43.4400
34.1600	53.6000
32.0000	55.2400
36.8400	53.7200
37.6000	54.0800
4.4000	59.1600
6.2400	60.6800
6.6800	62.2800
26.4400	59.3200
31.0000	63.0000
25.5200	72.5200
19.2000	78.3600
19.9200	80.7200
34.2000	76.7200
36.6400	78.4400
35.0800	80.6000
59.7200	0.1200
63.3200	1.7200
45.2800	3.2000
46.4000	7.3200
45.7200	6.3600
47.8800	10.5600
53.9200	8.9600
46.6000	13.5200
53.0400	17.5200
55.0000	16.3200
54.8800	18.8800
55.2400	18.4000
57.0400	16.2800
59.3600	16.5200
58.9200	16.0400
47.5200	28.5200
67.4800	16.9200
73.2000	21.8000
71.6800	24.2800
71.6000	27.7600
69.0400	29.4000
68.1200	29.5200
74.2800	29.4000
56.2000	27.7200
57.6000	40.5600
54.1200	39.6400
53.0400	29.2400
51.8800	47.6000
43.8000	46.3200
44.8000	51.9200
46.0400	56.0000
53.8000	54.4400
62.2000	50.2400
66.8800	54.0000
64.3200	55.0000
77.2400	41.7600
75.7600	48.8800
80.6000	46.6000
79.8800	42.7200
62.6400	61.0000
62.4000	70.0800
60.6000	70.9200
49.8800	69.3200
55.1200	73.8800
59.0400	78.6000
58.0000	80.5600
62.5200	77.3600
62.9200	81.0400
76.4800	74.8000
79.7600	71.2000
81.0000	72.8800
77.2400	66.1200
76.6400	65.8400
77.3200	68.0000
