19.7867	13.6000
22.2400	16.4800
10.2133	19.7333
12.2933	19.6267
10.8267	19.0400
10.8000	20.2933
10.5333	21.5200
17.8933	22.4800
18.4533	22.6667
16.8800	25.7333
19.4133	25.4667
21.2267	25.4133
9.5200	29.2000
8.2667	26.2133
5.7333	33.9733
23.1200	48.4800
24.9067	49.9733
23.8400	51.0400
24.5333	55.7867
24.2400	55.5467
23.1733	54.8533
1.8133	55.6000
22.0533	71.2267
19.5200	66.2667
8.5333	72.5867
21.6533	70.8000
5.4400	69.5733
5.9733	81.3333
6.6667	80.9333
16.5067	78.2133
31.8400	14.4533
29.3867	15.7867
28.6133	18.5067
28.2400	18.0800
29.1733	22.2133
28.9867	21.7067
34.7733	17.2533
39.4133	19.3600
37.5467	22.0800
37.2533	21.7333
37.7867	24.3467
35.3333	25.2267
34.1333	25.5200
46.1067	23.0133
45.4133	22.5333
46.0533	20.5600
49.8133	16.7467
49.0133	16.2133
51.1200	7.7067
51.9467	8.9067
47.1733	7.2800
43.7067	10.4000
44.0267	6.8533
45.6533	36.2400
46.9067	34.6667
38.7733	32.1067
40.9067	40.4267
40.2133	40.3200
27.2000	54.6933
37.1200	48.6133
35.5467	51.6000
35.6000	53.7600
43.4400	51.2533
46.6133	47.6267
44.0000	56.5333
32.7467	68.1867
33.3867	68.7467
33.9200	68.5067
36.0800	67.2267
39.6533	64.7467
44.1333	62.6667
45.2533	63.9733
45.8133	63.2267
44.4533	64.0533
34.6400	71.7067
35.6800	75.1733
39.6533	79.1200
45.3333	73.6533
32.5200	60.6800
30.1200	56.2000
23.1200	68.4800
58.2667	7.2800
58.6133	8.6133
59.1467	14.5867
59.3333	14.1600
61.2000	15.0933
59.3333	1.6267
63.6267	1.2533
62.4800	5.2000
63.8133	3.5733
74.9067	5.4400
77.4667	11.2800
78.5333	6.4800
79.6000	7.8667
78.9067	18.7733
74.3467	21.0667
54.7200	21.2533
71.0400	19.6000
70.2667	21.8667
75.5733	27.3600
76.4800	25.2000
63.9200	32.1333
66.1600	33.8933
58.7733	35.7067
57.0400	39.0400
67.2267	40.1867
66.8800	35.2800
72.4000	43.0133
72.7467	46.8533
76.7200	46.1867
69.4933	53.5733
73.9200	52.5067
57.8133	52.1067
64.6933	62.4533
65.7867	64.1067
69.0400	66.1333
68.3200	66.0000
64.1067	73.1200
61.7333	75.8933
61.5733	75.0667
53.5467	58.7733
47.3600	57.5467
67.0400	75.8400
1.3733	32.0000
7.7467	27.5733
