"","POSITION_X","POSITION_Y"
"1",39.828,11.717
"2",6.267,81.483
"3",39.779,18.376
"4",28.439,15.047
"5",33.348,19.874
"6",34.259,19.661
"7",32.583,20.56
"8",27.243,24.997
"9",29.918,26.34
"10",22.656,25.061
"11",31.487,26.891
"12",20.662,26.918
"13",21.437,31.035
"14",36.626,27.78
"15",38.232,33.728
"16",35.396,33.315
"17",34.232,39.994
"18",28.046,38.33
"19",32.298,41.295
"20",31.435,40.458
"21",33.081,52.521
"22",39.885,44.027
"23",37.787,58.55
"24",25.711,54.508
"25",40.823,60.134
"26",39.024,58.979
"27",35.655,79.292
"28",37.439,63.865
"29",61.294,6.093
"30",60.805,4.016
"31",46.79,12.319
"32",60.518,7.45
"33",49.634,15.686
"34",45.071,12.463
"35",60.579,19.821
"36",57.439,15.955
"37",51.329,19.938
"38",45.202,15.849
"39",42.973,23.52
"40",53.244,22.763
"41",60.255,25.22
"42",45.728,23.656
"43",53.038,24.241
"44",41.07,30.432
"45",43.716,34.601
"46",40.998,33.929
"47",48.037,37.133
"48",49.798,34.637
"49",42.227,40.502
"50",41.409,37.932
"51",57.67,46.217
"52",48.547,43.856
"53",53.184,49.789
"54",55.872,47.629
"55",60.02,58.693
"56",54.481,54.418
"57",54.568,62.174
"58",57.267,60.929
"59",55.149,69.19
"60",53.852,68.127
"61",51.972,72.64
"62",53.048,69.372
"63",42.2,78.212
"64",49.15,74.926
"65",75.168,0.805
"66",65.28,0
"67",78.271,2.598
"68",74.653,1.309
"69",67.482,5.614
"70",67.44,4.826
"71",67.945,7.304
"72",65.868,6.574
"73",78.109,11.694
"74",78.353,11.063
"75",66.044,19.766
"76",62.25,15.087
"77",63.735,24.999
"78",63.598,23.566
"79",73.113,26.08
"80",71.036,26.066
"81",81.76,30.24
"82",72.843,26.716
"83",81.76,31.84
"84",63.168,31.065
"85",81.76,33.76
"86",66.662,33.427
"87",80.633,35.637
"88",68.54,33.981
"89",81.29,38.323
"90",81.16,37.37
"91",62.876,48.981
"92",69.267,38.547
"93",80.519,52.402
"94",63.57,50.477
"95",80.936,53.334
"96",64.454,53.019
"97",76.691,61.094
"98",81.76,55.52
"99",74.839,65.695
"100",79.155,62.23
"101",62.918,66.661
"102",73.643,66.051
"103",64.219,67.479
"104",64.873,66.759
"105",72.128,75.108
"106",67.687,68.677
"107",81.76,78.08
"108",80.423,74.967
"109",78.56,81.76
"110",65.101,80.691
"111",15.528,9.913
"112",80.32,81.76
"113",16.467,9.174
"114",17.084,6.834
"115",12.025,30.354
"116",8.285,19.713
"117",15.093,32.69
"118",18.708,27.253
"119",12.165,38.655
"120",0,34.24
"121",4.846,42.959
"122",10.023,41.586
"123",15.241,50.519
"124",14.141,44.07
"125",7.102,16.597
"126",2.3,50.682
"127",15.657,51.21
"128",2.165,52.14
"129",0.4,59.991
"130",18.063,46.623
"131",1.448,55.777
"132",1.855,65.921
"133",0.56,75.079
"134",2.422,75.222
"135",0.973,75.863
"136",10.285,57.315
"137",36.978,6.531
"138",3.548,80.396
