"","POSITION_X","POSITION_Y"
"1",28.826,34.11
"2",32.793,36.668
"3",26.492,37.54
"4",25.904,36.876
"5",39.835,45.343
"6",40.755,55.315
"7",39.86,56.528
"8",40.375,57.207
"9",38.089,61.197
"10",25.286,62.308
"11",35.617,68.871
"12",33.208,64.125
"13",37.89,71.016
"14",60.638,1.811
"15",55.401,2.01
"16",49.628,4.218
"17",45.175,13.134
"18",57.359,30.217
"19",41.734,31.559
"20",43.184,32.531
"21",59.387,38.916
"22",53.226,40.233
"23",58.168,39.429
"24",43.641,42.239
"25",52.314,42.83
"26",40.984,43.243
"27",41.581,49.64
"28",59.904,35.185
"29",52.546,52.873
"30",52.445,55.256
"31",54.574,57.914
"32",52.901,52.93
"33",53.941,52.577
"34",46.559,58.094
"35",54.25,59.253
"36",41.645,64.062
"37",45.902,66.945
"38",53.018,59.36
"39",45.493,61.78
"40",43.968,67.06
"41",45.009,67.244
"42",47.36,81.76
"43",43.081,67.558
"44",45.296,76.512
"45",55.2,81.76
"46",66.097,11.378
"47",72.175,26.153
"48",67.556,17.186
"49",69.923,18.968
"50",78.151,31.782
"51",75.128,32.315
"52",73.543,33.079
"53",76.334,37.896
"54",75.133,38.588
"55",70.814,45.742
"56",72.809,39.153
"57",70.994,42.892
"58",66.767,49.489
"59",75.84,38.24
"60",70.19,56.257
"61",74.219,51.936
"62",77.065,52.76
"63",75.378,66.424
"64",69.073,73.415
"65",16.97,33.763
"66",8.899,48.828
"67",14.218,54.163
"68",14.697,66.376
"69",5.782,64.832
"70",5.285,63.43
"71",6.379,67.741
"72",8.466,67.669
"73",19.237,73.763
"74",10.338,76.402
"75",8.036,80.855
"76",16.64,81.76
"77",38.192,25.167
"78",25.169,29.805
"79",36.896,6.747
"80",38.649,31.508
"81",28.538,31.65
