"","POSITION_X","POSITION_Y"
"1",51.539,71.849
"2",46.691,67.917
"3",49.93,75.04
"4",47.137,72.916
"5",55.593,80.066
"6",46.919,78.644
"7",53.12,81.76
"8",55.492,81.091
"9",71.09,11.155
"10",68.076,9.02
"11",73.996,26.741
"12",80.326,25.601
"13",66.893,37.513
"14",75.649,33.644
"15",75.455,62
"16",81.76,61.6
"17",81.76,63.84
"18",66.358,63.012
"19",63.001,70.852
"20",74.045,67.869
"21",74.499,75.499
"22",67.472,73.142
"23",81.76,77.12
"24",65.576,76.01
"25",67.392,78.356
"26",79.983,77.217
"27",69.108,81.352
"28",81.76,78.56
"29",6.419,21.423
"30",77.12,81.76
"31",9.979,2.074
"32",1.011,10.134
"33",17.545,9.251
"34",8.714,28.348
"35",17.044,24.803
"36",20.377,33.776
"37",16.652,32.138
"38",10.915,36.014
"39",8.538,34.267
"40",0,48.96
"41",0.411,36.353
"42",3.313,54.452
"43",6.756,50.689
"44",13.538,54.546
"45",0.63,44.171
"46",5.229,55.666
"47",12.921,55.28
"48",20.343,75.585
"49",3.006,56.74
"50",9.303,55.871
"51",20.092,77.152
"52",9.58,79.066
"53",5.613,78.037
"54",33.215,22.798
"55",38.44,23.937
"56",21.695,39.134
"57",21.861,27.412
"58",27.783,42.631
"59",29.279,39.822
"60",39.88,52.187
"61",33.146,50.138
"62",37.773,52.388
"63",31.571,52.262
"64",35.711,55.149
"65",33.59,52.652
"66",24.983,36.041
"67",40.662,61.113
"68",24.05,63.072
"69",22.315,62.441
"70",40.636,63.85
"71",29.212,63.492
"72",34.988,64.426
"73",29.032,64.466
"74",23.132,67.079
"75",27.67,66.372
"76",39.409,70.053
"77",39.138,68.356
"78",22.329,71.785
"79",40.126,70.316
"80",22.73,73.864
"81",32.282,71.936
"82",31.293,78.239
"83",35.86,74.886
"84",58.56,12.474
"85",56.577,8.944
"86",43.899,20.727
"87",48.995,17.216
"88",49.2,20.506
"89",43.563,21.372
"90",44.071,28.36
"91",48.087,23.366
"92",60.803,38.754
"93",61.142,33.081
"94",59.86,48.204
"95",54.071,48.087
"96",51.231,54.626
"97",58.091,51.317
"98",48.358,58.582
"99",50.302,56.376
"100",56.311,60.169
"101",57.817,58.606
"102",40.901,62.862
"103",54.09,60.163
"104",48.425,63.974
"105",51.839,60.776
"106",51.271,65.802
"107",47.453,65.586
"108",58.774,67.127
"109",58.533,65.916
