"","POSITION_X","POSITION_Y"
"1",23.394,55.714
"2",39.559,37.134
"3",25.594,40.207
"4",35.819,70.916
"5",26.888,72.624
"6",28.259,72.456
"7",39.84,81.76
"8",32.465,59.428
"9",34.927,77.507
"10",24.241,73.534
"11",43.323,18.38
"12",45.76,0
"13",49.623,36.228
"14",51.929,23.891
"15",53.75,58.511
"16",54.259,51.243
"17",57.44,81.76
"18",54.696,76.742
"19",63.175,31.419
"20",76.306,21.229
"21",71.431,39.077
"22",76.498,38.054
"23",81.76,48.8
"24",79.418,43.006
"25",81.76,50.88
"26",81.76,50.08
"27",65.76,54.908
"28",69.04,48.252
"29",68.079,70.287
"30",71.071,76.15
"31",26.911,12.635
"32",0,81.76
"33",7.074,73.556
"34",27.602,1.11
"35",32.171,21.204
"36",26.732,31.985
"37",24.625,24.515
