"","POSITION_X","POSITION_Y"
"1",18.48,7.716
"2",8.506,28.186
"3",15.053,9.794
"4",10.67,34.434
"5",15.73,32.957
"6",12.954,35.262
"7",19.338,32.169
"8",12.299,37.289
"9",14.706,36.854
"10",18.341,42.088
"11",2.39,37.576
"12",7.28,49.001
"13",0,44.8
"14",12.478,50.908
"15",10.81,53.34
"16",2.048,55.307
"17",8.085,54.676
"18",3.95,20.145
"19",0.84,69.051
"20",20.182,25.884
"21",7.295,78.547
"22",34.099,6.493
"23",10.795,80.253
"24",27.874,17.743
"25",29.347,9.6
"26",20.66,30.404
"27",23.729,27.235
"28",24.274,40.204
"29",26.995,37.412
"30",35.611,49.925
"31",28.906,41.014
"32",36.747,51.917
"33",26.753,52.092
"34",33.603,53.179
"35",27.662,52.685
"36",35.401,54.598
"37",29.009,52.978
"38",31.036,54.706
"39",37.915,58.326
"40",24.207,61.684
"41",40.413,60.138
"42",36.85,79.862
"43",30.329,72.056
"44",50.584,17.889
"45",58.573,7.742
"46",44.496,24.261
"47",50.561,15.567
"48",59.915,31.377
"49",50.92,24.466
"50",53.13,43.245
"51",44.91,34.424
"52",57.326,46.26
"53",59.558,40.572
"54",60.169,36.32
"55",52.133,47.765
"56",50.489,55.284
"57",58.539,48.043
"58",56.273,59.406
"59",49.16,55.674
"60",54.729,61.347
"61",55.507,61.097
"62",36.87,65.069
"63",50.421,61.38
"64",58.624,66.631
"65",41.205,62.375
"66",50.769,74.364
"67",49.67,64.233
"68",41.623,67.758
"69",42.523,68.873
"70",55.2,81.76
"71",59.246,67.385
"72",71.898,8.188
"73",47.4,79.207
"74",76.233,25.221
"75",81.76,34.56
"76",81.76,35.36
"77",76.475,32.305
"78",81.76,36.8
"79",67.224,35.064
"80",67.738,59.045
"81",61.606,40.075
"82",66.947,61.788
"83",81.357,59.319
"84",81.76,62.88
"85",74.54,62.389
"86",76.516,66.603
"87",77.615,63.484
"88",71.318,73.786
"89",65.695,68.48
"90",73.252,75.352
"91",66.546,74.075
"92",81.76,76.32
"93",81.029,75.423
"94",79.084,77.172
"95",72.274,76.731
"96",66.258,77.336
"97",81.76,77.12
"98",71.98,78.733
"99",70.67,78.101
"100",76.732,79.835
"101",67.183,79.624
"102",70.355,81.432
