"","POSITION_X","POSITION_Y"
"1",81.76,58.72
"2",64.591,55.042
"3",65.779,55.434
"4",64.813,48.022
"5",80.302,48.169
"6",81.76,59.84
"7",62.002,61.227
"8",64.819,62.756
"9",66.117,63.674
"10",81.378,61.501
"11",63.118,61.732
"12",73.307,65.879
"13",66.827,66.551
"14",66.874,64.86
"15",66.206,65.542
"16",77.126,66.773
"17",66.418,68.005
"18",65.123,68.73
"19",78.617,68.889
"20",66.085,70.512
"21",65.014,71.691
"22",79.421,71.761
"23",63.965,71.886
"24",62.917,72.12
"25",81.76,74.08
"26",76.674,75.36
"27",77.048,75.94
"28",62.868,77.406
"29",62.524,80.893
"30",63.643,80.906
"31",65.529,80.915
"32",0,12.16
"33",13.053,38.588
"34",12.824,53.358
"35",37.802,0.712
"36",22.58,1.826
"37",22.485,16.126
"38",35.941,18.087
"39",26.222,18.896
"40",29.409,25.224
"41",36.639,31.993
"42",28.56,43.315
"43",39.347,44.84
"44",37.255,45.744
"45",37.558,53.512
"46",36.701,53.66
"47",34.025,54.317
"48",34.035,74.888
"49",35.901,77.112
"50",33.207,80.895
"51",35.6,80.886
"52",37.674,80.972
"53",52.96,0
"54",53.92,0
"55",54.88,0
"56",42.916,3.289
"57",45.551,3.824
"58",45.741,4.625
"59",56.28,5.156
"60",59.68,5.456
"61",46.345,7.049
"62",60.14,7.986
"63",54.979,8.441
"64",53.131,9.454
"65",55.061,9.412
"66",47.566,11.628
"67",57.326,11.892
"68",47.371,13.925
"69",46.917,14.75
"70",57.307,16.199
"71",55.212,16.775
"72",59.39,17.359
"73",53.11,18.303
"74",55.254,19.106
"75",42.182,22.477
"76",57.455,28.203
"77",55.199,28.774
"78",48.106,29.799
"79",53.756,30.308
"80",56.685,30.406
"81",54.621,33.041
"82",50.601,33.579
"83",55.141,34.841
"84",51.974,34.991
"85",54.257,39.784
"86",9.515,40.705
"87",18.899,42.607
"88",15.888,45.175
"89",18.967,49.348
"90",15.124,50.453
"91",16.973,51.472
"92",57.832,41.531
"93",59.503,46.418
"94",43.557,47.438
"95",51.29,48.485
"96",45.785,55.85
"97",56.815,59.799
"98",58.429,48.431
"99",60.293,48.662
"100",57.702,52.366
"101",44.359,52.485
"102",46.798,53.644
"103",53.887,55.465
"104",59.321,59.82
"105",55.57,60.53
"106",51.186,63.602
"107",55.15,63.665
"108",58.004,63.905
"109",59.746,64.112
"110",50.955,64.412
"111",51.863,64.569
"112",54.955,65.117
"113",52.388,65.95
"114",46.558,68.215
"115",55.03,68.426
"116",49.817,69.398
"117",44.21,69.855
"118",60.354,70.608
"119",61.123,70.819
"120",52.423,71.69
"121",45.755,72.721
"122",57.775,80.27
"123",60.49,80.846
"124",54.409,75.48
"125",59.264,78.175
"126",54.798,74.468
"127",50.497,74.955
"128",81.76,11.52
"129",67.704,12.613
"130",81.76,17.12
"131",73.588,22.309
"132",67.194,29.968
"133",71.518,30.411
"134",72.912,25.713
"135",68.37,28.288
"136",67.999,30.539
"137",69.724,30.559
"138",72.794,30.598
"139",75.058,30.772
"140",73.159,35.921
"141",71.503,36.161
"142",74.463,38.128
"143",68.696,39.487
"144",76.13,40.028
"145",73.316,40.797
"146",60.49,80.846
"147",61.917,0.637
"148",76.136,41.163
"149",78.191,41.163
"150",70.346,36.314
"151",74.312,36.431
"152",78.809,42.07
"153",79.59,43.279
"154",80.175,46.472
"155",81.302,47.106
"156",79.194,44.826
"157",79.767,45.151
"158",65.461,47.318
"159",66.592,47.896
"160",67.885,49.191
"161",62.423,50.167
"162",67.46,53.603
"163",81.76,54.72
"164",61.55,52.87
"165",64.433,53.367
"166",81.76,52.48
"167",68.393,52.579
"168",81.76,55.84
"169",81.76,56.96
"170",81.76,57.6
