"","POSITION_X","POSITION_Y"
"1",15.613,21.936
"2",9.423,35.387
"3",12.484,22.041
"4",19.038,60.41
"5",17.911,48.334
"6",21.702,43.499
"7",26.338,27.949
"8",27.486,58.865
"9",27.522,57.805
"10",27.028,59.555
"11",18.917,52.336
"12",45.539,43.161
"13",22.115,62.381
"14",44.668,48.77
"15",41.257,43.795
"16",48.039,54.875
"17",8.968,33.629
"18",56.809,70.177
"19",45.401,65.474
"20",51.498,72.691
"21",59.786,71.609
"22",77.35,40.894
"23",74.56,37.745
"24",63.533,71.435
"25",70.691,50.952
"26",13.976,30.674
"27",34.158,59.611
