"","POSITION_X","POSITION_Y"
"1",74.602,14.633
"2",69.014,18.597
"3",64.399,19.681
"4",62.151,21.066
"5",69.965,21.241
"6",63.842,21.467
"7",66.096,21.87
"8",74.192,23.264
"9",74.995,24.455
"10",65.968,30.63
"11",67.687,31.116
"12",68.914,32.626
"13",71.737,37.287
"14",64.866,43.257
"15",64.599,48.609
"16",75.589,50.754
"17",77.821,53.595
"18",76.822,53.78
"19",67.821,54.252
"20",68.686,54.984
"21",75.093,55.197
"22",69.852,56.324
"23",75.168,57.457
"24",76.678,58.679
"25",73.455,59.225
"26",69.341,59.294
"27",63.9,65.726
"28",72.504,66.423
"29",77.117,66.929
"30",62.342,67.083
"31",71.74,67.119
"32",74.831,68.314
"33",64.901,70.948
"34",72.96,72.354
"35",68.998,73.274
"36",75.994,75.535
"37",71.258,80.753
"38",80.143,81.01
"39",9.403,7.44
"40",0.868,25.26
"41",9.387,29.802
"42",0.427,34.718
"43",12.616,14.674
"44",9.323,18.017
"45",8.436,44.01
"46",3.764,44.253
"47",5.019,45.133
"48",1.703,47.171
"49",14.175,47.823
"50",14.765,50.091
"51",15.122,52.676
"52",7.894,54.543
"53",13.929,21.976
"54",16.367,61.797
"55",1.457,71.082
"56",10.837,73.038
"57",13.167,80.402
"58",23.36,0
"59",19.031,70.478
"60",32.45,8.168
"61",31.757,9.164
"62",34.327,10.049
"63",33.467,18.312
"64",40.094,5.346
"65",25.469,19.746
"66",34.983,23.653
"67",21.564,26.351
"68",20.305,43.563
"69",28.389,30.706
"70",24.049,32.39
"71",34.388,21.83
"72",27.726,32.233
"73",20.827,36.677
"74",27.911,39.015
"75",22.938,38.849
"76",28.538,39.407
"77",0.445,41.811
"78",20.577,39.688
"79",38.307,39.879
"80",37.671,40.796
"81",29.285,41.023
"82",21.655,43.181
"83",34.808,44.925
"84",27.358,47.689
"85",37.866,49.394
"86",28.263,47.603
"87",27.044,52.931
"88",29.626,53.509
"89",36.656,54.015
"90",21.47,54.276
"91",36.281,55.073
"92",20.417,56.32
"93",34.417,57.395
"94",39.461,57.749
"95",39.793,59.055
"96",32.375,59.377
"97",37.47,59.8
"98",25.608,61.805
"99",36.429,62.348
"100",38.356,71.254
"101",33.876,69.503
"102",23.41,72.27
"103",40.394,75.281
"104",36.287,78.921
"105",32.786,80.194
"106",58.767,0.333
"107",60.13,9.277
"108",56.726,11.786
"109",46.675,20.359
"110",42.306,32.508
"111",45.503,36.552
"112",55.972,36.917
"113",46.496,40.13
"114",54.646,19.759
"115",53.395,42.001
"116",47.21,43.803
"117",41.202,42.829
"118",41.366,47.553
"119",48.546,53.312
"120",53.671,53.865
"121",47.898,54.4
"122",53.413,54.838
"123",44.984,56.614
"124",47.247,58.931
"125",57.285,59.633
"126",44.987,60.384
"127",45.241,60.759
"128",45.464,63.116
"129",52.991,63.211
"130",56.079,64.058
"131",56.14,65.295
"132",43.875,65.612
"133",46.173,65.605
"134",42.702,65.828
"135",42.344,66.468
"136",45.707,66.646
"137",51.766,67.259
"138",47.52,69.58
"139",60.217,72.496
"140",61.816,2.546
