"","POSITION_X","POSITION_Y"
"1",18.618,7.866
"2",16.991,9.656
"3",19.449,11.208
"4",20.327,13.093
"5",15.888,17.821
"6",18.29,19.04
"7",10.786,32.656
"8",2.982,32.796
"9",20.385,34.125
"10",3.901,36.159
"11",10.789,36.342
"12",12.33,36.635
"13",3.04,37.419
"14",5.204,39.996
"15",0,42.88
"16",9.603,43.459
"17",8.15,44.193
"18",10.164,44.347
"19",6.531,44.843
"20",0,46.88
"21",13.23,53.231
"22",11.668,56.214
"23",16.115,58.341
"24",6.338,59.163
"25",6.773,62.978
"26",11.454,63.569
"27",5.328,59.972
"28",16.996,59.992
"29",5.846,71.19
"30",8.415,71.425
"31",15.012,71.568
"32",16.349,72.926
"33",4.517,73.908
"34",0.848,77.767
"35",31.133,10.921
"36",35.528,11.733
"37",14.247,67.328
"38",15.7,70.874
"39",0.759,78.643
"40",31.814,10.288
"41",21.765,11.795
"42",30.884,11.78
"43",24.55,31.816
"44",30.268,33.704
"45",37.925,12.923
"46",33.246,13.49
"47",23.431,28.622
"48",28.673,31.375
"49",32.026,35.756
"50",33.033,37.168
"51",31.664,39.727
"52",24.659,40.461
"53",30.327,50.808
"54",34.922,58.934
"55",34.083,59.61
"56",24.635,59.804
"57",26.902,65.42
"58",33.759,66.138
"59",25.692,61.042
"60",38.789,61.113
"61",34.873,66.431
"62",28.465,68.628
"63",32.374,72.673
"64",31.051,73.264
"65",36.318,75.355
"66",36.549,76.393
"67",28.567,73.445
"68",38.935,73.893
"69",38.576,81.26
"70",21.6,81.76
"71",27.04,81.76
"72",40.48,81.76
"73",20.809,76.624
"74",22.056,78.478
"75",52.21,5.079
"76",46.309,5.547
"77",60.769,9.499
"78",60.789,10.005
"79",44.431,11.262
"80",44.356,12.04
"81",52.509,12.565
"82",61.241,12.99
"83",44.809,14.54
"84",48.516,14.711
"85",56.998,20.193
"86",49.906,22.893
"87",58.288,35.517
"88",56.617,37.674
"89",55.717,30.395
"90",45.166,32.597
"91",45.248,39.123
"92",47.771,42.339
"93",51.179,47.702
"94",55.677,47.604
"95",56.112,23.051
"96",50.243,29.577
"97",50.539,48.251
"98",50.823,50.894
"99",52.211,53.132
"100",57.164,55.112
"101",59.266,56.373
"102",48.685,57.132
"103",54.895,57.204
"104",55.253,58.478
"105",58.339,58.835
"106",51.884,61.435
"107",53.696,63.454
"108",61.282,66.391
"109",41.454,74.081
"110",44.108,75.454
"111",57.866,77.429
"112",44.609,78.373
"113",44.793,80.609
"114",55.544,80.884
"115",44.48,81.76
"116",68.158,0.485
"117",74.698,0.761
"118",63.586,5.108
"119",75.852,5.525
"120",68.569,7.93
"121",70.688,8.465
"122",76.375,9.275
"123",77.476,11.044
"124",61.816,11.337
"125",77.676,11.9
"126",71.905,12.416
"127",80.986,12.538
"128",79.239,13.255
"129",70.072,27.233
"130",76.575,30.395
"131",66.162,17.064
"132",81.237,20.319
"133",73.589,31.034
"134",79.24,34.772
"135",64.304,36.804
"136",66.924,39.858
"137",65.199,35.114
"138",78.114,35.329
"139",80.442,40.14
"140",76.562,40.394
"141",78.072,41.037
"142",77.902,42.275
"143",69.47,48.862
"144",67.156,50.625
"145",75.254,50.592
"146",71.495,51.156
"147",78.283,54.766
"148",67.465,55.214
"149",73.624,51.944
"150",65.778,53.652
"151",76.995,57.681
"152",74.153,59.348
"153",67.647,61.664
"154",66.56,61.985
"155",64.961,63.014
"156",71.832,63.963
"157",0.259,28.96
"158",8.028,32.55
"159",74.877,66.328
"160",70.709,67.104
"161",61.467,69.86
"162",62.629,70.267
"163",74.174,70.508
"164",63.253,71.101
"165",75.66,71.107
"166",71.55,72.613
"167",75.207,72.688
"168",63.286,73.045
"169",74.165,73.593
"170",73.631,74.885
"171",68.979,75.511
"172",69.711,77.694
"173",62.133,78.038
"174",63.221,80.807
"175",65.76,81.76
