"","POSITION_X","POSITION_Y"
"1",10.985,7.811
"2",16.144,19.147
"3",1.241,40.891
"4",1.543,32.409
"5",1.369,51.025
"6",4.362,43.74
"7",0.35,57.806
"8",16.717,62.243
"9",18.067,71.345
"10",13.685,51.498
"11",9.624,80.68
"12",13.741,80.988
"13",22.72,0
"14",24,0
"15",26.72,0
"16",40.205,5.526
"17",34.958,22.107
"18",35.065,44.868
"19",28.117,47.021
"20",37.844,39.751
"21",39.016,49.405
"22",30.609,53.548
"23",31.514,53.24
"24",36.726,54.842
"25",24.637,57.446
"26",38.818,58.883
"27",25.462,60.144
"28",37.327,60.64
"29",35.301,60.906
"30",21.716,70.847
"31",20.431,71.038
"32",35.115,74.176
"33",39.844,72.831
"34",22.557,36.156
"35",40.67,76.289
"36",33.899,80.516
"37",37.379,79.802
"38",29.8,80.715
"39",46.87,20.678
"40",46.257,36.525
"41",55.656,37.504
"42",44.22,40.686
"43",53.983,42.26
"44",47.344,43.897
"45",49.79,53.445
"46",47.791,54.407
"47",53.388,63.67
"48",44.985,65.431
"49",52.609,64.408
"50",43.642,66.063
"51",44.611,57.127
"52",46.686,66.409
"53",43.529,67.51
"54",52.068,68.159
"55",60.486,72.8
"56",64.232,19.151
"57",73.436,15.685
"58",78.823,16.33
"59",61.657,2.498
"60",65.71,20.999
"61",74.522,23.191
"62",68.747,31.967
"63",74.893,49.752
"64",67.868,43.237
"65",76.957,53.008
"66",68.455,54.756
"67",67.214,54.17
"68",74.823,56.851
"69",71.501,58.325
"70",75.887,57.841
"71",74.924,68.512
"72",69.518,59.497
"73",72.731,72.01
"74",64.781,71.468
"75",68.309,73.02
"76",68.943,74.443
"77",62.197,67.286
"78",81.14,80.382
"79",70.801,80.756
"80",70.126,80.585
