"","POSITION_X","POSITION_Y"
"1",38.954,56.237
"2",24.857,73.544
"3",53.796,35.183
"4",57.109,38.422
"5",50.814,41.255
"6",50.341,41.427
"7",42.09,55.797
"8",57.225,61.291
"9",53.113,61.543
"10",14.974,54.633
"11",60.121,62.427
"12",57.559,64.69
"13",47.105,65.691
"14",58.892,65.993
"15",51.632,66.459
"16",43.96,68.473
"17",54.596,69.166
"18",44.015,69.281
"19",47.571,70.551
"20",53.282,75.145
"21",45.939,73.898
"22",13.456,54.099
"23",55.397,80.32
"24",81.76,12.16
"25",81.76,12.64
"26",81.76,16
"27",81.76,17.12
"28",65.427,19.18
"29",81.388,30.701
"30",74.53,31.017
"31",80.277,34.888
"32",74.732,37.142
"33",71.937,41.263
"34",72.458,43.882
"35",74.676,44.009
"36",79.365,45.306
"37",63.995,47.993
"38",76.36,48.111
"39",77.204,50.687
"40",61.741,66.113
"41",65.31,80.333
"42",13.041,27.758
"43",4.587,35.817
"44",32.282,31.904
"45",12.759,74.792
"46",35.843,33.815
"47",25.522,40.508
"48",33.747,45.33
