"","POSITION_X","POSITION_Y"
"1",2.72,0
"2",1.814,33.457
"3",13.083,14.426
"4",9.191,19.323
"5",13.081,34.508
"6",8.965,36.458
"7",10.779,38.133
"8",0.447,34.699
"9",7.548,38.182
"10",0.727,41.118
"11",11.483,42.336
"12",0.358,42.773
"13",9.785,43.78
"14",6.136,44.857
"15",10.286,41.008
"16",13.393,47.253
"17",14.781,48.756
"18",14.712,53.238
"19",1.572,68.594
"20",16.606,62.414
"21",20.111,69.619
"22",14.424,74.143
"23",21.44,0
"24",24.16,0
"25",25.6,0
"26",26.88,0
"27",28.16,0
"28",23.064,0.277
"29",31.938,5.845
"30",32.862,9.239
"31",23.569,12.343
"32",15.856,33.851
"33",37.997,16.666
"34",14.43,21.272
"35",31.777,18.602
"36",24.396,19.04
"37",34.761,22.995
"38",36.717,18.003
"39",31.976,23.321
"40",36.998,23.851
"41",32.381,24.175
"42",22.698,24.953
"43",22.184,26.224
"44",23.179,26.176
"45",28.585,31.718
"46",28.82,29.93
"47",30.176,31.771
"48",24.413,32.622
"49",22.146,32.676
"50",28.555,33.603
"51",38.639,39.222
"52",20.909,39.352
"53",22.231,39.397
"54",36.182,40.173
"55",40.738,42.573
"56",29.246,45.425
"57",40.089,49.183
"58",36.076,49.628
"59",29.034,50.33
"60",29.213,53.955
"61",21.845,54.508
"62",34.205,58.337
"63",36.02,58.89
"64",36.334,59.695
"65",30.569,62.52
"66",31.852,65.868
"67",36.996,63.232
"68",31.131,80.705
"69",54.184,1.734
"70",45.76,9.917
"71",60.992,21.428
"72",44.456,22.471
"73",50.805,24.907
"74",50.066,32.91
"75",42.651,11.636
"76",56.112,35.1
"77",54.902,35.781
"78",45.554,3.258
"79",46.578,20.332
"80",47.804,43.411
"81",41.65,47.41
"82",47.927,55.354
"83",42.734,61.726
"84",56.557,64.327
"85",73.215,0.782
"86",81.324,4.342
"87",65.223,5.624
"88",80.394,9.828
"89",77.359,13.097
"90",72.874,17.867
"91",69.91,20.712
"92",64.301,22.457
"93",61.358,23.742
"94",65.384,24.747
"95",66.937,30.878
"96",62.694,31.003
"97",75.174,50.053
