"","POSITION_X","POSITION_Y"
"1",21.032,58.447
"2",39.489,60.737
"3",25.411,73.998
"4",29.12,39.758
"5",27.042,80.491
"6",31.262,80.981
"7",60.96,0
"8",40.785,81.051
"9",37.244,60.928
"10",52.523,11.895
"11",59.485,15.321
"12",56.834,23.843
"13",44.429,24.335
"14",46.775,24.987
"15",41.385,25.342
"16",56.168,22.299
"17",58.25,27.343
"18",52.867,30.96
"19",45.598,25.241
"20",54.418,33.376
"21",45.755,36.086
"22",47.52,52.967
"23",61.251,49.936
"24",58.815,36.136
"25",51.737,54.789
"26",50.767,56.358
"27",56.45,74.436
"28",55.49,75.039
"29",51.444,77.73
"30",52.626,75.989
"31",51.561,75.934
"32",51.671,31.903
"33",60.88,78.959
"34",54.24,79.664
"35",51.479,80.726
"36",53.949,80.859
"37",52.689,80.813
"38",44.042,80.977
"39",56.4,80.764
"40",44.936,80.977
"41",55.186,80.896
"42",46.239,80.968
"43",63.36,0
"44",64.72,12.312
"45",54.72,80.8
"46",72.477,2.547
"47",62.702,14.003
"48",81.76,16.8
"49",70.042,19.381
"50",70.942,21.357
"51",42.4,80.96
"52",62.55,24.44
"53",67.402,23.276
"54",81.154,24.969
"55",81.76,30.24
"56",79.214,25.574
"57",76.26,29.603
"58",61.448,30.978
"59",67.158,33.824
"60",62.002,31.756
"61",74.307,35.682
"62",80.974,36.236
"63",67.796,36.532
"64",73.576,39.402
"65",79.627,50.422
"66",81.76,44
"67",65.137,52.551
"68",78.658,60.716
"69",62.062,62.465
"70",81.76,66.24
"71",62.484,66.16
"72",78.692,66.34
"73",65.791,73.988
"74",66.432,74.217
"75",81.435,58.374
"76",72.193,74.251
"77",67.74,74.655
"78",73.203,75.764
"79",61.773,76.454
"80",63.139,78.904
"81",70.72,79.829
"82",67.136,80.52
"83",69.474,80.46
"84",16.706,43.733
"85",37.82,10.479
"86",39.525,24.783
"87",39.728,49.941
