"","POSITION_X","POSITION_Y"
"1",51.458,79.511
"2",59.993,78.891
"3",75.289,6.042
"4",44.992,79.645
"5",72.367,10.972
"6",77.802,7.196
"7",68.558,12.898
"8",77.462,11.082
"9",72.534,26.912
"10",61.39,24.696
"11",77.943,31.715
"12",73.083,28.705
"13",63.159,33.102
"14",72.741,32.901
"15",77.41,41.102
"16",73.909,34.59
"17",77.762,53.279
"18",68.269,44.827
"19",68.145,57.322
"20",77.015,53.621
"21",75.335,62.707
"22",66.574,60.579
"23",77.94,64.944
"24",69.325,62.81
"25",67.98,70.157
"26",73.725,67.403
"27",72.675,72.519
"28",62.202,70.18
"29",73.037,75.101
"30",66.189,73.893
"31",76.031,78.949
"32",81.76,77.44
"33",76.552,80.068
"34",81.109,79.03
"35",81.76,81.76
"36",19.053,3.804
"37",16.515,31.903
"38",14.833,31.605
"39",0.42,35.381
"40",0.482,34.03
"41",14.682,37.068
"42",18.065,35.391
"43",13.679,38.854
"44",11.722,38.029
"45",18.913,44.526
"46",1.01,40.669
"47",5.403,46.442
"48",7.301,46.048
"49",1.636,55.591
"50",15.618,51.525
"51",2.382,57.423
"52",6.762,56.325
"53",4.153,58.167
"54",9.812,57.75
"55",11.71,58.198
"56",7.552,58.273
"57",16.325,67.997
"58",4.41,59.94
"59",5.733,79.778
"60",17.702,71.595
"61",29.824,17.973
"62",0.739,80.163
"63",32.331,21.612
"64",26.383,20.662
"65",23.408,25.926
"66",33.633,22.188
"67",37.111,33.646
"68",36.075,26.641
"69",28.641,39.486
"70",29.862,37.118
"71",24.236,44.178
"72",28.291,42.316
"73",33.39,51.885
"74",24.376,47.075
"75",36.746,55.014
"76",38.795,54.157
"77",30.827,57.645
"78",34.931,57.342
"79",17.085,9.919
"80",22.304,63.051
"81",27.919,64.405
"82",5.356,22.438
"83",33.751,69.096
"84",10.348,30.213
"85",29.038,78.648
"86",39.022,66.508
"87",60.581,15.635
"88",59.038,11.33
"89",31.94,75.86
"90",41.64,21.817
"91",54.597,23.298
"92",45.128,23.04
"93",55.943,25.414
"94",50.456,23.322
"95",45.216,29.455
"96",52.08,26.419
"97",26.519,63.636
"98",50.604,29.606
"99",58.474,30.461
"100",52.32,31.007
"101",48.651,38.826
"102",53.766,32.111
"103",44.756,40.891
"104",44.357,35.576
"105",51.215,46.308
"106",46.929,42.898
"107",46.716,53.715
"108",43.364,52.724
"109",44.332,56.458
"110",48.106,52.205
"111",51.88,58.555
"112",53.256,58.461
"113",49.881,59.743
"114",46.826,58.892
"115",49.027,62.496
"116",52.913,60.111
"117",50.672,64.575
"118",47.681,63.948
"119",45.127,65.453
"120",41.381,65.318
"121",50.797,66.145
"122",56.184,65.586
"123",51.601,67.174
"124",57.601,66.464
"125",44.402,69.569
"126",61.104,67.156
"127",51.376,70.469
"128",48.756,70.409
"129",60.466,73.765
"130",44.965,73.173
"131",44.171,78.622
"132",53.936,78.112
