img_index,x,y
0.0,410.0119819641113,22.811238288879395
0.0,390.305682182312,29.366392612457275
0.0,393.8638188838959,29.05824077129364
0.0,317.40741419792175,41.78183460235596
0.0,505.82840645313263,45.81811809539795
0.0,370.7088940143585,49.119739174842834
0.0,316.6110845208168,53.94247090816498
0.0,290.2260501384735,57.427804946899414
0.0,501.99538111686707,57.78885531425476
0.0,349.7928613424301,61.30893003940582
0.0,265.80879640579224,65.73116314411163
0.0,282.28171253204346,65.88378024101257
0.0,277.90126061439514,69.87576615810394
0.0,293.88909125328064,74.79678988456726
0.0,393.58705019950867,73.28300654888153
0.0,273.7150704860687,80.9132832288742
0.0,365.96285676956177,81.59336113929749
0.0,504.8738042116165,81.3857491016388
0.0,129.14050829410553,89.85293591022491
0.0,313.5969492197037,95.020432472229
0.0,455.44113636016846,94.59930896759033
0.0,114.54926061630249,98.02318334579468
0.0,158.11659359931946,113.18978369235992
0.0,229.1757595539093,115.08538389205933
0.0,150.3075075149536,118.47709321975708
0.0,66.00381231307983,122.64545631408691
0.0,73.51357161998749,121.7838886976242
0.0,105.73097288608551,122.74731040000916
0.0,154.2860927581787,122.23944354057312
0.0,258.85409021377563,122.65482926368713
0.0,326.2703003883362,122.95283079147339
0.0,458.7835338115692,130.5005748271942
0.0,466.492333650589,128.85054224729538
0.0,113.43485903739929,133.5211237668991
0.0,413.5766485929489,134.29563784599304
0.0,414.0973618030548,136.38985201716423
0.0,198.56731939315796,149.80682158470154
0.0,212.72468048334122,149.47151958942413
0.0,296.53432101011276,150.8599977493286
0.0,417.50420343875885,149.36622500419617
0.0,258.48299193382263,154.90293622016907
0.0,349.7058826684952,153.119056224823
0.0,85.78300440311432,158.16603875160217
0.0,106.81994271278381,158.3616497516632
0.0,305.5272662639618,156.6772214770317
0.0,332.91295337677,156.69408637285233
0.0,50.249778747558594,165.7190488576889
0.0,325.4678941965103,166.6694746017456
0.0,98.13628196716309,169.2999575138092
0.0,453.51485657691956,173.91526901721954
0.0,446.732213973999,194.33222699165344
0.0,68.62923663854599,200.92170029878616
0.0,249.81930780410767,202.6147758960724
0.0,298.61327958106995,202.41172218322754
0.0,381.95795142650604,200.87738132476807
0.0,169.83443915843964,209.95782458782196
0.0,424.21508987247944,209.87367296218872
0.0,125.98896098136902,214.94999766349792
0.0,266.4944932460785,217.7205287218094
0.0,293.9838367700577,218.53180503845215
0.0,357.61710226535797,218.72604870796204
0.0,277.0289808511734,220.26360449194908
0.0,158.3943371772766,225.2894150018692
0.0,186.78824949264526,225.40489876270294
0.0,211.41201901435852,225.53771936893463
0.0,202.5852608680725,229.8351571559906
0.0,290.34516644477844,229.35644912719727
0.0,433.83680868148804,229.08286798000336
0.0,257.42361855506897,236.67696398496628
0.0,370.6560125350952,237.514350771904
0.0,502.06684279441833,238.70048236846924
0.0,169.2212429046631,245.25859415531158
0.0,126.00711417198181,250.12444162368774
0.0,170.21132135391235,249.521786570549
0.0,274.2688844203949,258.9316246509552
0.0,181.59270095825195,264.98047548532486
0.0,453.51356410980225,282.7165722846985
0.0,473.1571605205536,282.1855387687683
0.0,121.96446692943573,285.7144601345062
0.0,157.0766168832779,290.2983226776123
0.0,437.43557262420654,290.93336272239685
0.0,433.0589089393616,304.5379396080971
0.0,462.4992690086365,314.5056903362274
0.0,130.835143327713,317.4701030254364
0.0,198.6673140525818,326.0510437488556
0.0,433.0748198032379,324.6991618871689
0.0,266.4109616279602,334.8617057800293
0.0,352.5535181760788,333.4657715559006
0.0,466.31903052330017,336.8228282928467
0.0,190.34541940689087,342.62112188339233
0.0,258.2492685317993,341.7955996990204
0.0,277.8414480686188,342.30509781837463
0.0,357.1775141954422,341.2140130996704
0.0,30.096986293792725,346.94118642807007
0.0,118.04187655448914,345.81240820884705
0.0,154.2831687927246,344.74595206975937
0.0,441.6193633079529,346.25695967674255
0.0,165.3529008626938,350.6718339920044
0.0,165.12738144397736,352.68171179294586
0.0,181.39188957214355,354.321843624115
0.0,213.73135125637054,354.1613144874573
0.0,290.7995843887329,354.654648065567
0.0,326.37950229644775,358.26212763786316
0.0,291.19899678230286,366.6493430137634
0.0,181.1720710992813,368.9378694295883
0.0,128.5845609307289,373.7099441289902
0.0,314.43589067459106,374.8630940914154
0.0,101.50192606449127,393.24605226516724
0.0,268.60915446281433,394.5587856769562
0.0,257.5959327220917,398.2959771156311
0.0,114.17756032943726,403.0450713634491
0.0,194.05370998382568,401.4524037837982
0.0,362.8571515083313,402.0697627067566
0.0,150.5635678768158,410.92405247688293
0.0,113.51250755786896,413.64686846733093
0.0,46.65817403793335,425.9131233692169
0.0,229.3435229063034,426.4961175918579
0.0,286.23360300064087,426.7050607204437
0.0,209.27256095409393,429.34519934654236
0.0,196.59952473640442,440.2835114598274
0.0,254.0176601409912,445.7643675804138
0.0,394.28143548965454,453.3100368976593
0.0,79.06153440475464,459.4470765590668
0.0,130.9446632862091,457.43632566928864
0.0,212.443643450737,456.12760469317436
0.0,391.02529287338257,468.9240258336067
0.0,60.62834590673447,474.0341372489929
0.0,222.02474927902222,477.1125657558441
0.0,327.15606212615967,477.88125920295715
0.0,214.60507917404175,481.41969215869904
0.0,68.43369644880295,484.72800493240356
0.0,21.91659140586853,490.80829977989197
0.0,217.2315855026245,489.62570106983185
0.0,248.76371890306473,505.46173620224
